time,space_id,faculty_name,fitbit.air-vel,fitbit.bodyPresence,fitbit.change,fitbit.clothing,fitbit.comfort,fitbit.heartRate,fitbit.indoorOutdoor,fitbit.lat,fitbit.lon,fitbit.met,fitbit.responseSpeed,fitbit.restingHR,fitbit.thermal,fitbit.voteLog,fitbit_api.HR,fitbit_api.Steps,Ambient Temp(℃),Steerpath.Accuracy,Steerpath.Floor,Steerpath.Latitude,Steerpath.Longitude,Steerpath.Space,Skin Temp(℃),Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%),VAV2-3|Temp at space_id: 201,VAV2-4|Temp at space_id: 201,VAV2-5|Temp at space_id: 201,VAV2-6|Temp at space_id: 201,VAV2-18|Temp at space_id: 202,VAV2-20|Temp at space_id: 203,VAV2-7N8|Temp at space_id: 204,VAV2-9N27|Temp at space_id: 204,VAV2-22|Temp at space_id: 206,VAV2-17|Temp at space_id: 207,VAV2-16|Temp at space_id: 207,VAV2-12|Temp at space_id: 208,score,temp(°C),humid,co2,voc,pm25,light,noise,device_uuid,senSING.humidity,senSING.light,senSING.noise,senSING.temperature,purpleair.0.3_um_count,purpleair.0.5_um_count,purpleair.1.0_um_count,purpleair.10.0_um_count,purpleair.2.5_um_count,purpleair.5.0_um_count,purpleair.humidity,purpleair.pm1.0,purpleair.pm10.0,purpleair.pm2.5,purpleair.pressure,purpleair.temperature,user_id,Year of birth (for example 1995),Sex,Height (cm),Weight (kg),Shoulder width (cm),How long have you been in Singapore (in years)?,Can you say that you are used to the weather in Singapore?,Can you say that you are satisfied with the weather in this city (outdoor weather conditions)?,Do you suffer from sweating in Singapore?,Do you enjoy being outdoor in Singapore?,What is your estimation of your time (hours) spent outdoor (per day) during the weekdays? (for example 2 hrs),What is your estimation of your time (hours) spent outdoor (per day) during the weekend? (for example 4 hrs),Do you seem to be aware of subtleties in your environment? ,"Are you easily overwhelmed by things like bright lights, strong smells, coarse fabrics, or sirens close by?","Do you have a rich, complex inner life?",Do you get rattled when you have a lot to do in a short amount of time?,Are you deeply moved by the arts or music?,Are you annoyed when people try to get you to do too many things at once?,Do you make a point to avoid violent movies and TV shows?,Do you find it unpleasant to have a lot going on at once?,Do changes in your life shake you up?,"Do you notice and enjoy delicate or fine scents, tastes, sounds, works of art?","Are you bothered by intense stimuli, like loud noises or chaotic scenes?","When you must compete or be observed while performing a task, do you become so nervous or shaky that you do much worse than you would otherwise?",In most ways my life is close to my ideal,The conditions of my life are excellent,I am satisfied with my life,So far I have gotten the important things I want in life,"If I could live my life over, I would change almost nothing","Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experience, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, unreactive"
2021-04-07 18:39:00+08:00,1,SDE4,11.0,True,10.0,10.0,9,82,9.0,1.296615,103.77015833333331,9.0,7.564,81,11.0,11.0,86.0,0.0,31.125,9.25,3,1.2968816205335665,103.77039523459364,,34.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146.08,617.15,94.23,0.51,5.87,1.0,56.0,11.45,17.49,16.64,1005.26,30.0,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-07 19:01:00+08:00,1,SDE4,11.0,True,10.0,10.0,9,81,9.0,,,9.0,6.298,81,11.0,12.0,86.0,0.0,30.938,8.25,3,1.296922316985514,103.770433422767,,34.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.25,652.47,94.24,0.44,8.58,1.56,,11.69,19.24,17.64,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 10:40:00+08:00,0,SDE4,11.0,True,11.0,10.0,9,91,9.0,1.296655,103.77012833333332,10.0,6.686,81,11.0,13.0,86.0,0.0,29.0,3.25,3,1.2969268388135082,103.7702334964477,,29.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3164,299.0,62.0,28.2158,1509.39,440.15,51.91,0.17,1.94,0.5,,7.02,10.33,9.8,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 11:00:00+08:00,0,SDE4,11.0,True,10.0,10.0,9,83,9.0,1.2965733333333334,103.770035,9.0,6.589,81,11.0,14.0,86.0,0.0,30.125,7.25,3,1.2968924065741567,103.77025990190891,,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4232,252.0,63.0,28.4808,1724.03,484.85,58.0,0.0,3.97,0.41,48.0,8.95,12.08,11.64,1010.58,30.0,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 11:18:00+08:00,-1,,11.0,True,10.0,10.0,9,83,9.0,1.296505,103.77010833333334,9.0,5.339,81,11.0,15.0,86.0,0.0,30.438,10.5,3,1.2969358824694963,103.77017733736923,,34.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 11:38:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,82,9.0,1.2965616666666666,103.77013666666667,9.0,6.796,81,11.0,16.0,86.0,0.0,30.25,7.25,3,1.2968966696384014,103.7702553984883,,34.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0393,236.0,63.0,28.6143,1281.9,357.4,47.0,0.0,2.2,0.38,49.0,6.15,8.85,8.35,1010.42,30.56,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 11:59:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,89,9.0,1.296485,103.770095,9.0,5.521,81,11.0,17.0,86.0,0.0,30.312,13.75,3,1.2969064905875345,103.77023574281084,,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4509,251.0,64.0,28.7342,1428.51,422.34,59.17,0.23,3.55,0.68,,7.15,11.26,10.43,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 12:22:00+08:00,0,SDE4,11.0,True,10.0,10.0,9,84,9.0,1.296615,103.77013166666669,9.0,5.687,79,11.0,18.0,86.0,0.0,30.875,26.0,3,1.2969247896498552,103.770248919354,,34.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8419,240.0,62.0,29.4862,1254.39,373.46,43.0,0.0,2.93,0.98,,6.67,9.26,8.89,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 12:41:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,79,9.0,1.2965733333333334,103.77005666666666,9.0,5.589,79,11.0,19.0,86.0,0.0,30.938,10.5,3,1.2968936300643776,103.77026767329924,,34.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6148,178.0,65.0,29.5592,1741.18,514.7,58.98,0.07,4.09,1.2,,9.0,13.09,12.39,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 13:01:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,82,9.0,1.296471666666667,103.77021833333332,9.0,9.645,79,10.0,20.0,86.0,0.0,30.812,13.75,3,1.2968988595869622,103.77026045280536,,34.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.179,177.0,65.0,29.4998,2055.11,611.11,76.28,0.0,6.13,1.66,,11.0,16.42,14.94,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 13:21:00+08:00,-1,,11.0,True,10.0,10.0,10,74,9.0,1.2965316666666666,103.77012,9.0,8.296,79,10.0,21.0,86.0,0.0,30.812,3.75,6,1.297214252673709,103.7707213388178,,33.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 13:42:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,80,9.0,1.2965,103.77012333333332,9.0,6.345,79,11.0,22.0,86.0,0.0,30.625,4.25,3,1.2969418722876664,103.77022689877316,,33.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0584,217.0,65.0,29.5311,2180.71,656.15,81.21,0.0,4.48,0.58,,11.58,16.71,15.96,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 14:02:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,74,9.0,1.29651,103.77008,9.0,9.316,79,11.0,23.0,86.0,0.0,30.875,6.25,3,1.2969350346267476,103.77021229639558,,34.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9989,247.0,65.0,29.6781,2309.2,658.34,84.0,0.0,2.07,0.57,50.0,12.36,16.46,16.21,1007.92,31.11,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 14:42:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,85,9.0,1.2966783333333334,103.77011166666666,9.0,5.092,79,11.0,24.0,86.0,0.0,30.875,7.25,3,1.2969372951249127,103.77030762643126,,33.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5219,227.0,63.0,29.7783,2326.34,651.73,78.29,0.0,3.27,0.2,49.0,11.84,15.89,15.32,1006.99,31.11,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 15:01:00+08:00,0,SDE4,10.0,True,10.0,10.0,9,78,9.0,1.2965816666666663,103.77008833333332,9.0,7.539,79,11.0,25.0,86.0,0.0,31.25,7.25,3,1.2969056423289531,103.77023798917398,,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1642,207.0,62.0,30.135,2395.05,667.2,82.8,0.38,4.57,1.6,48.0,11.5,16.5,15.45,1006.64,31.67,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 15:21:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,77,9.0,1.2965533333333332,103.770075,9.0,5.584,79,11.0,26.0,86.0,0.0,31.188,2.5,3,1.2969019687595402,103.77021777190572,,33.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0553,189.0,65.0,30.0766,2366.25,694.55,74.43,0.25,3.36,1.16,,12.3,17.05,16.29,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 15:41:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,85,9.0,1.2965066666666667,103.77006,9.0,4.754,79,11.0,27.0,86.0,0.0,30.875,3.75,3,1.296899707845543,103.77021777190572,,34.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4394,242.0,67.0,29.8815,1863.36,537.66,68.61,0.49,5.63,0.66,49.0,9.68,14.29,13.73,1005.8,31.11,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 15:59:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,75,9.0,1.29661,103.7701,9.0,9.525,79,11.0,28.0,86.0,0.0,30.875,3.25,3,1.296902889756074,103.7701943814302,,33.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2711,245.0,66.0,30.0046,1972.1,591.49,78.96,0.0,4.88,1.55,,10.43,16.51,15.33,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 16:43:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,78,9.0,1.29653,103.77008,9.0,4.404,79,11.0,29.0,86.0,0.0,30.438,5.5,3,1.2969132733295257,103.77020654009004,,31.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8998,212.0,62.0,30.0766,1332.59,390.21,64.7,0.0,3.04,0.52,47.0,6.71,10.18,9.7,1005.21,31.67,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 17:00:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,78,9.0,1.2965166666666668,103.770305,9.0,5.726,79,11.0,30.0,86.0,0.0,31.125,8.25,3,1.2968939818706868,103.77024381787209,,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4446,210.0,63.0,30.0317,1354.63,392.47,62.72,0.6,3.05,1.05,47.0,6.86,10.6,9.88,1005.19,31.11,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 17:23:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,81,9.0,1.2964583333333333,103.770065,9.0,6.651,79,11.0,31.0,86.0,0.0,31.25,3.75,3,1.296915070217846,103.77019009526212,,33.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1497,181.0,64.0,30.0317,1378.09,421.16,62.42,0.25,5.4,1.2,,7.07,11.84,11.11,,,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
2021-04-14 17:41:00+08:00,0,SDE4,11.0,True,10.0,10.0,10,83,9.0,1.29648,103.77019,9.0,4.48,79,11.0,32.0,86.0,0.0,31.438,2.75,3,1.296912142872527,103.77022731894908,,34.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5331,176.0,65.0,30.0182,1513.22,438.76,65.83,0.0,2.73,0.32,47.0,7.75,11.75,11.41,1005.06,31.67,enth22,1998,Male,170,69.0,106,23,Yes,Slightly Dissatisfied,4,Yes,3,2,6,2,4,5,4,6,3,6,5,5,2,4,5,6,5,5,3,6,5,6,4,6,2,5,2,5,6
